City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Guanare,9.0418,-69.7421,84.2,65,68,3.44,VE,1619402830
Červený Kostelec,50.4763,16.0929,28.0,85,7,3.27,CZ,1619402832
Uyuni,-20.4597,-66.825,40.37,23,0,11.9,BO,1619402832
Cururupu,-1.8283,-44.8683,74.5,92,65,2.64,BR,1619402833
Batagay,67.6333,134.6333,31.05,97,100,6.17,RU,1619402833
Forsytheganj,52.6333,29.7333,29.53,86,27,5.44,BY,1619402834
Zhigansk,66.7697,123.3711,29.57,98,100,11.3,RU,1619402834
Dinghaicun,26.2847,119.7936,69.8,73,0,13.42,CN,1619402834
Calama,-22.4667,-68.9333,46.4,34,0,13.8,CL,1619402795
Dunedin,-45.8742,170.5036,62.01,36,72,21.0,NZ,1619402727
Chokurdakh,70.6333,147.9167,28.58,95,100,13.53,RU,1619402835
Shingū,33.7333,135.9833,62.6,29,0,17.27,JP,1619402704
Palo Alto,37.4419,-122.143,57.2,62,75,11.5,US,1619402835
Gijang,35.2442,129.2139,62.6,39,0,8.05,KR,1619402676
Khandyga,62.6667,135.6,30.58,84,100,6.82,RU,1619402837
Lohfelden,51.2667,9.5333,32.0,74,96,4.61,DE,1619402837
Bafoulabé,13.8065,-10.8321,93.4,16,71,2.89,ML,1619402816
Airai,-8.9266,125.4092,71.42,41,35,2.73,TL,1619402838
Upington,-28.4478,21.2561,60.8,36,0,1.14,ZA,1619402838
Namwala,-15.7504,26.4384,60.64,92,56,2.57,ZM,1619402838
Samsun Province,41.25,36.3333,50.0,87,75,2.3,TR,1619402838
Kumul,42.8,93.45,47.07,12,88,2.24,CN,1619402582
North Bend,43.4065,-124.2243,48.2,93,90,5.75,US,1619402839
Kuching,1.55,110.3333,84.2,84,20,3.44,MY,1619402712
Tomas Oppus,10.2506,124.9831,81.01,78,77,2.33,PH,1619402840
Huntsville,34.7304,-86.5861,57.2,72,1,4.25,US,1619402801
Laas,46.6166,10.7002,48.0,75,0,3.44,IT,1619402841
Ostrovnoy,68.0531,39.5131,31.68,98,100,22.77,RU,1619402841
Phan Thiet,10.9333,108.1,86.72,63,73,1.32,VN,1619402755
Shihezi,44.3,86.0333,49.75,21,100,5.82,CN,1619402842
Gaya,24.7833,85.0,69.8,52,20,6.33,IN,1619402746
Vila Franca do Campo,37.7167,-25.4333,57.2,88,75,8.05,PT,1619402842
Ciurila,46.65,23.55,44.6,76,75,12.66,RO,1619402842
Hobyo,5.3505,48.5268,82.85,64,78,8.52,SO,1619402843
Nouadhibou,20.931,-17.0347,64.4,88,0,16.11,MR,1619402843
Faya,18.3851,42.4509,60.8,59,40,7.34,SA,1619402843
Luleå,65.5842,22.1547,30.2,64,90,12.66,SE,1619402827
Sitka,57.0531,-135.33,55.4,50,1,4.61,US,1619402843
Yarmouth,41.7057,-70.2286,46.99,87,20,10.36,US,1619402844
Kodumudi,11.0775,77.8836,83.46,68,32,5.41,IN,1619402844
Tabou,4.423,-7.3528,76.24,89,100,4.94,CI,1619402844
Chapais,49.7834,-74.8492,26.6,93,90,11.5,CA,1619402844
Ürümqi,43.801,87.6005,46.4,27,0,4.47,CN,1619402739
Pochutla,15.7432,-96.4661,82.99,73,96,1.01,MX,1619402845
San Luis,-33.295,-66.3356,57.2,63,0,5.5,AR,1619402845
Paamiut,61.994,-49.6678,35.89,97,100,1.36,GL,1619402845
Ziarat,30.3823,67.7282,58.55,26,0,1.63,PK,1619402845
Lipin Bor,60.2622,37.9763,38.86,96,100,4.83,RU,1619402846
Port Lincoln,-34.7333,135.8667,65.61,64,1,8.05,AU,1619402846
Luau,-10.7073,22.2247,62.78,90,31,2.71,AO,1619402846
Ondangwa,-17.9167,15.95,62.6,59,0,2.3,NA,1619402846
Areosa,41.7178,-8.8571,59.0,88,0,4.52,PT,1619402846
Ixtapa,20.7,-105.2,79.0,83,40,10.36,MX,1619402847
Barkhan,29.8977,69.5256,74.97,26,0,3.09,PK,1619402847
Āsosa,10.0667,34.5333,62.11,92,100,5.84,ET,1619402807
Saskylakh,71.9167,114.0833,14.61,92,100,23.11,RU,1619402847
Yar-Sale,66.8333,70.8333,33.3,99,100,11.83,RU,1619402848
Riyadh,24.6877,46.7219,78.8,13,0,4.61,SA,1619402848
Vostok,46.4856,135.8833,45.73,25,11,10.22,RU,1619402848
Ust'-Omchug,61.15,149.6333,12.42,54,6,2.15,RU,1619402849
Fortuna,40.5982,-124.1573,52.0,87,75,10.36,US,1619402849
Mahibadhoo,3.7833,72.9667,83.1,73,24,5.88,MV,1619402849
Honningsvåg,70.9821,25.9704,35.1,75,100,11.61,NO,1619402849
São João da Barra,-21.6403,-41.0511,74.3,90,65,5.95,BR,1619402815
Tra Vinh,9.9347,106.3453,87.82,59,60,5.75,VN,1619402776
Mahébourg,-20.4081,57.7,75.2,94,75,11.5,MU,1619402850
Kieta,-6.2167,155.6333,86.36,63,28,6.67,PG,1619402662
Nishihara,26.1842,127.7558,77.0,60,20,9.22,JP,1619402833
Bollnäs,61.3482,16.3946,32.0,62,72,1.99,SE,1619402851
Muisne,0.6,-80.0333,77.45,82,100,3.69,EC,1619402851
Nioaque,-21.1353,-55.83,66.29,94,94,3.65,BR,1619402851
Mitú,1.1983,-70.1733,74.46,94,100,2.33,CO,1619402851
Mareeba,-17.0,145.4333,75.2,94,75,8.05,AU,1619402785
Taoudenni,22.6783,-3.9836,86.88,15,9,7.18,ML,1619402852
Ust-Tsilma,65.441,52.1498,40.06,93,100,6.22,RU,1619402852
Gizo Government Station,-8.103,156.8419,84.74,67,20,3.06,SB,1619402852
Torbay,47.6666,-52.7314,43.0,65,1,13.8,CA,1619402852
Karratha,-20.7377,116.8463,85.95,26,0,12.37,AU,1619402853
Richards Bay,-28.783,32.0377,64.26,92,4,4.25,ZA,1619402853
Raudeberg,61.9875,5.1352,37.0,72,4,8.14,NO,1619402853
Wajir,1.7471,40.0573,77.58,78,6,11.27,KE,1619402820
San Quintín,30.4833,-115.95,59.45,73,51,10.42,MX,1619402854
Krivosheino,57.3431,83.9261,39.96,89,100,3.98,RU,1619402854
Santiago,-33.4569,-70.6483,61.0,63,0,1.83,CL,1619402844
Orichi,58.4036,49.0572,33.17,96,100,11.1,RU,1619402855
Adrar,20.5022,-10.0711,80.46,21,56,9.13,MR,1619402855
Teacapan,22.55,-105.75,74.05,67,100,4.34,MX,1619402855
Bertoua,4.5833,13.6833,69.12,84,97,0.69,CM,1619402855
Changji,44.0167,87.3167,46.4,27,0,4.47,CN,1619402671
Nādāpuram,11.7,75.6667,81.12,86,9,2.21,IN,1619402856
Umm Kaddadah,13.6017,26.6876,77.11,33,66,6.51,SD,1619402856
Quelimane,-17.8786,36.8883,71.02,96,15,3.8,MZ,1619402856
Trogir,43.5125,16.2517,50.0,66,0,2.3,HR,1619402856
Hambantota,6.1241,81.1185,77.0,100,20,4.88,LK,1619402729
Baley,51.6,116.6333,50.63,58,100,11.81,RU,1619402857
Prince Rupert,54.3161,-130.3201,59.0,31,1,9.22,CA,1619402857
Talakan,50.3167,130.3667,53.31,31,99,8.01,RU,1619402857
Durant,33.994,-96.3708,68.0,82,1,4.61,US,1619402857
Zheleznodorozhnyy,55.7503,38.0042,37.4,65,0,8.95,RU,1619402833
Suzhou,31.3114,120.6181,71.6,43,0,8.95,CN,1619402820
Port Pirie,-33.1833,138.0167,69.8,52,4,5.75,AU,1619402859
Lahat,-3.8,103.5333,83.71,66,65,1.97,ID,1619402859
Raja,8.4596,25.678,73.63,74,100,8.14,SS,1619402859
Pitimbu,-7.4706,-34.8086,77.0,88,20,4.61,BR,1619402859
Kamenka,51.3223,42.7678,37.99,59,100,6.6,RU,1619402860
Okha,53.5739,142.9478,32.04,43,0,3.51,RU,1619402824
Rabaul,-4.1967,152.1721,83.46,70,90,8.84,PG,1619402860
Luangwa,-15.6167,30.4167,66.88,72,33,1.7,ZM,1619402860
‘Āhuimanu,21.4447,-157.8378,80.6,61,75,14.97,US,1619402860
Bilibino,68.0546,166.4372,23.77,80,100,3.56,RU,1619402847
Haines Junction,60.7522,-137.5108,57.2,21,0,5.75,CA,1619402861
Saint-Pierre,-21.3393,55.4781,77.0,73,0,16.11,RE,1619402861
San Patricio,28.017,-97.5169,73.0,88,75,12.66,US,1619402861
Qingdao,36.0986,120.3719,62.6,59,40,6.71,CN,1619402712
Algiers,36.7525,3.042,77.0,29,0,4.61,DZ,1619402862
Jinhua,29.1078,119.6547,64.62,86,93,3.83,CN,1619402828
Medzilaborce,49.2719,21.9007,32.0,91,2,3.27,SK,1619402862
Cabo Rojo,18.0866,-67.1457,80.01,79,17,1.01,PR,1619402863
Deori Khās,23.4,79.0167,84.7,8,84,2.75,IN,1619402737
Luanda,-8.8368,13.2343,80.6,89,40,5.75,AO,1619402826
Yangi Marg`ilon,40.4272,71.7189,62.6,42,0,9.22,UZ,1619402863
Komsomol'skoye,55.2567,47.5461,36.1,70,6,18.3,RU,1619402864
Nuuk,64.1835,-51.7216,39.2,81,75,8.05,GL,1619402755
Vychegodskiy,61.247,46.8984,36.18,98,100,3.18,RU,1619402864
Lakes Entrance,-37.8811,147.981,64.0,66,8,1.99,AU,1619402864
Road Town,18.4167,-64.6167,80.6,78,40,10.36,VG,1619402864
Araouane,18.9048,-3.5265,88.29,14,5,6.67,ML,1619402865
Juegang,32.3174,121.1855,65.16,61,6,9.84,CN,1619402806
Kalakamati,-20.5929,27.3121,59.13,32,3,6.76,BW,1619402865
Enshi,30.3,109.4833,59.32,94,100,0.65,CN,1619402865
Pinega,64.7001,43.3936,40.01,93,100,5.41,RU,1619402866
Kenai,60.5544,-151.2583,55.4,35,1,8.05,US,1619402866
Binga,-17.6203,27.3414,66.67,78,70,2.68,ZW,1619402866
Serov,59.6033,60.5787,36.45,81,11,9.57,RU,1619402808
Kindu,-2.95,25.95,67.39,95,95,1.99,CD,1619402866
Walvis Bay,-22.9575,14.5053,61.0,94,41,1.14,NA,1619402830
Sept-Îles,50.2001,-66.3821,39.99,70,40,8.05,CA,1619402816
Coos Bay,43.3665,-124.2179,48.2,93,90,5.75,US,1619402844
Fare,-16.7,-151.0167,81.43,63,0,1.77,PF,1619402867
Kichera,55.9375,110.0997,37.81,55,100,7.47,RU,1619402868
Kotovo,50.3211,44.8012,39.36,57,100,3.15,RU,1619402844
Alice Town,25.7167,-79.3,81.7,74,0,15.86,BS,1619402868
Cajibío,2.6227,-76.5704,61.0,96,97,1.79,CO,1619402868
Green River,41.5286,-109.4662,48.2,49,90,6.91,US,1619402868
Taltal,-25.4,-70.4833,61.95,83,0,3.18,CL,1619402869
Yerbogachën,61.2767,108.0108,28.96,66,99,12.46,RU,1619402869
Chudniv,50.052,28.1175,30.49,75,33,6.35,UA,1619402869
Caucayá,-0.1934,-74.7819,72.84,98,100,1.57,CO,1619402869
Inhambane,-23.865,35.3833,68.38,92,0,4.34,MZ,1619402869
Isangel,-19.55,169.2667,82.4,78,75,9.22,VU,1619402870
Elban,50.1018,136.5094,48.13,31,28,8.32,RU,1619402870
Bilma,18.6853,12.9164,85.71,12,1,10.85,NE,1619402870
Pacific Grove,36.6177,-121.9166,55.0,84,100,8.97,US,1619402825
La Ronge,55.1001,-105.2842,35.6,41,100,6.91,CA,1619402871
Seybaplaya,19.65,-90.6667,82.4,78,1,11.5,MX,1619402872
San Buenaventura,27.0833,-101.5333,85.86,21,84,10.58,MX,1619402872
Bandarbeyla,9.4942,50.8122,81.59,73,100,6.2,SO,1619402872
Muhafazat Lahij,13.1667,44.5833,75.67,71,50,3.18,YE,1619402861
Los Llanos de Aridane,28.6585,-17.9182,66.2,72,20,8.05,ES,1619402855
Vallenar,-28.5708,-70.7581,60.13,80,2,2.66,CL,1619402815
Dublin,37.7021,-121.9358,55.0,87,90,9.22,US,1619402870
Zhezkazgan,47.8043,67.7144,54.41,53,44,1.54,KZ,1619402873
Donetsk,48.0,37.8,45.73,42,100,3.51,UA,1619402874
Mikhaylovka,50.06,43.2379,40.84,56,100,4.16,RU,1619402874
Sakaiminato,35.55,133.2333,59.0,44,40,14.97,JP,1619402584
Fernley,39.608,-119.2518,52.0,31,100,14.0,US,1619402828
Banjar,-8.19,114.9675,84.2,84,20,6.91,ID,1619402875
Kidal,18.4411,1.4078,84.81,7,5,3.83,ML,1619402875
The Valley,18.217,-63.0578,80.6,69,40,11.5,AI,1619402875
Balikpapan,-1.2675,116.8289,84.22,66,63,4.68,ID,1619402855
Batemans Bay,-35.7167,150.1833,66.99,48,0,4.68,AU,1619402875
Butembo,0.15,29.2833,57.36,97,100,2.01,CD,1619402876
Broome,42.2506,-75.833,44.01,70,20,16.11,US,1619402876
Puri,19.8,85.85,87.01,83,20,10.36,IN,1619402814
Shuiji,27.4214,118.345,67.8,77,100,1.12,CN,1619402835
Cockburn Town,21.4612,-71.1419,78.55,73,42,16.31,TC,1619402813
Fairbanks,64.8378,-147.7164,64.4,17,1,3.44,US,1619402805
Fauske,67.2588,15.3918,36.0,79,100,3.76,NO,1619402877
Khovu-Aksy,51.1333,93.6,33.01,46,71,5.73,RU,1619402877
Bålsta,59.5671,17.5278,33.01,80,0,10.36,SE,1619402877
Am Timan,11.0297,20.2827,79.81,62,100,7.99,TD,1619402838
Yarkovo,57.4028,67.0786,44.47,80,96,7.09,RU,1619402878
Lokosovo,61.1333,74.8167,38.21,82,72,11.07,RU,1619402878
Trincomalee,8.5711,81.2335,80.64,72,41,7.16,LK,1619402878
Illapel,-31.6308,-71.1653,63.72,65,0,1.43,CL,1619402879
Kharan,28.5833,65.4167,74.55,28,2,5.1,PK,1619402880
Takoradze,4.8845,-1.7554,79.57,86,100,6.02,GH,1619402880
Amga,60.8953,131.9608,36.61,99,100,5.59,RU,1619402880
Yulara,-25.2406,130.9889,71.6,28,0,18.41,AU,1619402880
Oranjemund,-28.55,16.4333,62.2,88,100,5.21,NA,1619402881
Bhadrāchalam,17.6667,80.8833,84.99,59,99,7.43,IN,1619402840
Kedrovyy,56.1667,91.8167,42.8,39,0,11.18,RU,1619402594
Paka,4.6374,103.4368,82.4,83,20,3.44,MY,1619402881
Zambezi,-13.5432,23.1047,60.01,79,3,5.41,ZM,1619402881
Vestmanna,62.1564,-7.1664,42.8,100,100,18.41,FO,1619402882
Pangkalanbuun,-2.6833,111.6167,87.58,61,50,3.49,ID,1619402854
Fort Saint James,54.4333,-124.25,49.53,33,6,2.82,CA,1619402882
West Wendover,40.7391,-114.0733,48.2,61,90,12.66,US,1619402882
Davila,18.4726,120.5763,89.6,51,20,4.61,PH,1619402883
Havøysund,70.9963,24.6622,32.0,93,75,5.75,NO,1619402852
Dedza,-14.3779,34.3332,55.89,94,32,1.7,MW,1619402883
Borovichi,58.3878,33.9155,34.93,95,100,9.86,RU,1619402883
Domat,46.8348,9.4508,45.0,68,100,3.65,CH,1619402883
Vao,-22.6667,167.4833,74.41,69,73,15.52,NC,1619402884
Cortez,37.3489,-108.5859,66.2,11,1,13.8,US,1619402884
Ilulissat,69.2167,-51.1,48.2,43,75,19.57,GL,1619402884
Alvorada,-12.48,-49.1247,75.74,80,95,4.05,BR,1619402884
Poum,-20.2333,164.0167,77.36,70,63,21.0,NC,1619402723
Kimbe,-5.5502,150.1429,84.42,72,53,5.17,PG,1619402885
Pathein,16.7833,94.7333,86.76,56,85,5.79,MM,1619402885
Port Hedland,-20.3167,118.5667,86.0,17,0,18.41,AU,1619402885
Hayvoron,48.3396,29.8679,40.91,88,95,5.66,UA,1619402885
Borzna,51.2546,32.4269,34.92,58,100,3.83,UA,1619402885
Westport,41.1415,-73.3579,53.6,71,1,11.45,US,1619402587
Auki,-8.7676,160.7034,84.72,72,100,5.82,SB,1619402886
Uruçuí,-7.2294,-44.5561,75.43,89,100,2.35,BR,1619402886
Antalaha,-14.9003,50.2788,72.01,89,99,5.79,MG,1619402850
Kahului,20.8947,-156.47,78.8,65,40,20.71,US,1619402887
Iğdır,39.9237,44.045,64.4,45,40,8.05,TR,1619402887
Volgodonsk,47.5136,42.1514,43.09,83,100,11.1,RU,1619402817
Kumbo,6.2,10.6667,61.34,86,92,2.59,CM,1619402819
Zarand,30.8127,56.564,63.72,47,79,2.06,IR,1619402820
Las Tunas,20.9617,-76.9511,78.8,78,75,8.05,CU,1619402888
Umluj,25.0213,37.2685,78.73,59,0,10.13,SA,1619402813
Espinho,41.0076,-8.6413,59.0,88,0,4.56,PT,1619402888
Quatre Cocos,-20.2078,57.7625,75.2,94,75,11.5,MU,1619402888
Leshukonskoye,64.8989,45.7622,39.69,94,100,5.61,RU,1619402888
Atambua,-9.1061,124.8925,81.01,47,15,3.06,ID,1619402889
Sorong,-0.8833,131.25,84.94,64,61,4.7,ID,1619402599
Souillac,-20.5167,57.5167,75.2,94,75,11.5,MU,1619402890
Grand Gaube,-20.0064,57.6608,75.0,90,100,4.0,MU,1619402890
Merauke,-8.4667,140.3333,82.22,74,97,3.02,ID,1619402837
Murgab,37.4966,61.9714,64.4,59,0,4.61,TM,1619402891
Kachug,53.9606,105.8817,37.45,63,100,13.65,RU,1619402891
Bansko,41.8383,23.4885,40.5,84,1,3.33,BG,1619402891
Namatanai,-3.6667,152.4333,83.19,70,100,4.03,PG,1619402892
Caesarea,32.5189,34.9046,71.6,68,0,18.41,IL,1619402892
Tulun,54.5611,100.5792,36.36,83,100,14.56,RU,1619402815
Ternate,0.8,127.4,84.63,69,69,6.02,ID,1619402704
Zangakatun,39.8212,45.0406,64.4,45,40,8.05,AM,1619402892
Magaria,12.9983,8.9099,80.24,42,66,8.61,NE,1619402893
Piopio,-38.4667,175.0167,66.99,53,60,11.01,NZ,1619402893
Sokolo,14.7328,-6.1219,89.35,24,71,5.32,ML,1619402893
Xichang,27.8964,102.2634,68.68,45,72,4.38,CN,1619402893
Colares,38.7992,-9.4469,61.0,94,75,4.61,PT,1619402893
Saint-Joseph,-21.3667,55.6167,77.0,73,0,16.11,RE,1619402894
Baykit,61.67,96.37,32.7,69,33,5.14,RU,1619402894
Buchanan,5.8808,-10.0467,76.46,88,100,3.98,LR,1619402894
Imbituba,-28.24,-48.6703,69.8,83,75,5.75,BR,1619402894
Batesville,35.7698,-91.641,64.4,59,1,5.75,US,1619402894
Dekernes,31.0876,31.595,64.4,88,0,5.75,EG,1619402895
Troitskoye,52.9821,84.6757,40.14,69,100,6.08,RU,1619402895
Manyana,-23.4,21.7167,60.94,32,4,3.8,BW,1619402895
Lima,-12.0432,-77.0282,63.0,88,40,4.61,PE,1619402895
Xiongyue,40.1774,122.1228,62.6,33,100,9.37,CN,1619402895
Tanout,14.9709,8.8879,85.96,13,90,7.74,NE,1619402896
High Prairie,55.4334,-116.4858,48.2,23,100,10.36,CA,1619402896
Banamba,13.55,-7.45,84.45,29,34,5.35,ML,1619402809
Camacha,33.0833,-16.3333,62.6,77,40,20.71,PT,1619402896
Hofn,64.2539,-15.2082,43.57,71,12,17.11,IS,1619402897
Korla,41.7597,86.1469,52.21,18,40,5.26,CN,1619402897
Shache,38.4167,77.2406,61.88,19,0,7.85,CN,1619402897
Huilong,31.8111,121.655,72.0,53,10,11.36,CN,1619402636
Kasama,-10.2129,31.1808,58.24,97,63,3.91,ZM,1619402898
Wanning,18.8003,110.3967,82.04,77,99,8.97,CN,1619402620
Follonica,42.9263,10.7616,57.0,71,99,5.79,IT,1619402898
Nayoro,44.3506,142.4578,39.51,59,78,6.69,JP,1619402824
Taksimo,56.3444,114.8794,38.98,63,100,4.29,RU,1619402898
Pangody,65.85,74.4859,33.13,96,100,14.97,RU,1619402899
Montepuez,-13.1256,38.9997,67.17,98,98,3.6,MZ,1619402899
Kelvington,52.1667,-103.5343,48.2,18,100,9.22,CA,1619402899
College,64.8569,-147.8028,64.4,20,20,3.44,US,1619402899
Banda Aceh,5.5577,95.3222,81.59,72,98,4.27,ID,1619402899
Manzhouli,49.6,117.4333,60.46,44,100,18.3,CN,1619402900
Hyères,43.1167,6.1167,57.99,76,95,3.44,FR,1619402897
Chernogorsk,53.8236,91.2842,39.2,52,0,4.47,RU,1619402830
Neryungri,56.6709,124.6491,36.97,94,100,2.84,RU,1619402829
Severnyy,50.677,36.5532,39.2,70,0,6.71,RU,1619402900
Liwale,-9.7667,37.9333,67.89,98,93,1.92,TZ,1619402847
Terrace Bay,48.7834,-87.1,30.2,74,84,3.44,CA,1619402901
Altay,47.8667,88.1167,38.08,28,53,2.24,CN,1619402610
George Town,5.4112,100.3354,86.0,83,20,5.75,MY,1619402716
Muros,42.7762,-9.0603,55.0,94,12,4.09,ES,1619402901
Alanya,36.5438,31.9998,57.2,77,0,4.61,TR,1619402902
Kashan,33.9831,51.4364,72.73,33,100,2.98,IR,1619402902
Mikhaylovsk,45.1283,42.0256,42.8,93,75,11.18,RU,1619402902
